Track Object Material Regime X_Rate Y_Rate Z_Rate Original_Length Pad
1247 cone_2.stl DIFFUSE TUMBLING 2.912 2.93 3.053 400 0.0
1248 antenna_3.stl SPECULAR TUMBLING 2.731 1.008 1.441 400 0.0
125 bus_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1250 cone_1.stl DIFFUSE TUMBLING 0.825 3.062 0.664 400 0.0
1251 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 357 0.107
1254 cone_2.stl DIFFUSE STABLE 0.0 0.229 0.0 357 0.107
1255 panel_2.stl SPECULAR TUMBLING 1.824 2.154 3.114 354 0.115
1261 cone_3.stl DIFFUSE TUMBLING 2.237 1.545 1.195 400 0.0
1265 panel_1.stl DIFFUSE TUMBLING 2.383 0.874 0.244 400 0.0
1266 antenna_2.stl SPECULAR TUMBLING 2.279 2.722 0.564 400 0.0
1267 cone_3.stl DIFFUSE STABLE 0.788 0.0 0.0 400 0.0
1268 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1269 rod_3.stl DIFFUSE TUMBLING 0.365 1.95 0.525 400 0.0
1270 rod_1.stl DIFFUSE TUMBLING 0.313 1.887 0.0 400 0.0
1271 bus_2.stl DIFFUSE TUMBLING 2.29 1.777 1.958 400 0.0
1272 cone_2.stl DIFFUSE TUMBLING 1.089 2.759 0.0 400 0.0
1274 rod_3.stl DIFFUSE TUMBLING 2.736 2.889 2.235 400 0.0
1275 panel_2.stl SOLAR TUMBLING 0.918 3.02 2.765 400 0.0
1277 rod_3.stl DIFFUSE TUMBLING 0.0 1.212 2.461 400 0.0
1278 antenna_3.stl SPECULAR STABLE 0.0 0.0 2.947 400 0.0
128 cone_1.stl DIFFUSE TUMBLING 2.548 1.805 1.753 400 0.0
1281 bus_3.stl DIFFUSE TUMBLING 1.282 0.0 0.894 400 0.0
1282 bus_2.stl DIFFUSE STABLE 0.69 0.0 0.0 400 0.0
1283 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1284 antenna_2.stl SPECULAR STABLE 0.0 0.53 0.0 400 0.0
1285 antenna_2.stl SPECULAR STABLE 0.0 0.0 2.385 400 0.0
1287 antenna_3.stl SPECULAR TUMBLING 0.904 0.0 1.92 378 0.055
1288 antenna_2.stl SPECULAR TUMBLING 0.739 0.43 0.613 400 0.0
1289 panel_2.stl SPECULAR TUMBLING 0.963 0.0 0.733 400 0.0
1290 rod_2.stl DIFFUSE TUMBLING 0.291 3.0 0.214 400 0.0
1291 panel_2.stl SPECULAR TUMBLING 2.741 2.33 2.657 400 0.0
1293 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1294 rod_2.stl DIFFUSE STABLE 0.0 0.0 2.423 400 0.0
1297 panel_3.stl DIFFUSE STABLE 2.158 0.0 0.0 400 0.0
1298 panel_1.stl SOLAR STABLE 0.0 0.626 0.0 393 0.018
13 panel_2.stl DIFFUSE STABLE 0.0 0.0 1.099 400 0.0
1300 bus_1.stl DIFFUSE STABLE 0.0 0.0 0.0 376 0.06
1302 antenna_3.stl SPECULAR TUMBLING 2.204 2.671 0.0 400 0.0
1303 rod_2.stl DIFFUSE STABLE 0.0 1.247 0.0 400 0.0
1304 cone_3.stl DIFFUSE TUMBLING 0.746 1.077 0.71 400 0.0
1305 rod_2.stl DIFFUSE STABLE 0.0 0.423 0.0 400 0.0
1307 panel_2.stl SOLAR STABLE 0.0 0.0 0.0 400 0.0
1308 bus_3.stl DIFFUSE TUMBLING 2.131 1.749 0.0 400 0.0
1309 cone_1.stl DIFFUSE TUMBLING 0.0 0.601 1.803 400 0.0
1310 panel_2.stl SOLAR TUMBLING 0.0 2.463 2.522 400 0.0
1311 rod_3.stl DIFFUSE TUMBLING 0.27 1.772 2.324 400 0.0
1312 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1313 bus_3.stl DIFFUSE TUMBLING 0.0 1.651 2.027 400 0.0
1315 bus_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1317 bus_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1318 bus_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1319 panel_2.stl SPECULAR TUMBLING 1.122 0.742 2.368 400 0.0
132 cone_3.stl DIFFUSE STABLE 0.0 2.476 0.0 400 0.0
1320 cone_3.stl DIFFUSE TUMBLING 0.391 1.339 2.653 400 0.0
1321 antenna_3.stl SPECULAR TUMBLING 2.966 2.92 2.547 400 0.0
1323 rod_2.stl DIFFUSE TUMBLING 1.655 2.361 0.214 400 0.0
1325 rod_3.stl DIFFUSE TUMBLING 0.0 1.727 2.461 400 0.0
1326 rod_1.stl DIFFUSE TUMBLING 1.021 1.912 2.099 370 0.075
1327 panel_1.stl SPECULAR TUMBLING 2.909 0.0 1.671 400 0.0
1328 bus_2.stl DIFFUSE TUMBLING 0.516 3.022 2.984 400 0.0
1329 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
133 rod_1.stl DIFFUSE TUMBLING 1.755 2.887 3.126 400 0.0
1330 panel_1.stl DIFFUSE TUMBLING 0.519 0.539 0.0 400 0.0
1331 bus_1.stl DIFFUSE TUMBLING 2.091 1.251 2.415 400 0.0
1333 cone_3.stl DIFFUSE TUMBLING 1.908 2.095 2.814 400 0.0
1334 cone_3.stl DIFFUSE TUMBLING 1.942 1.586 3.095 400 0.0
1335 rod_1.stl DIFFUSE TUMBLING 0.419 0.0 1.501 362 0.095
1336 cone_2.stl DIFFUSE STABLE 0.0 0.0 2.335 400 0.0
1338 rod_2.stl DIFFUSE STABLE 0.0 0.0 1.647 400 0.0
1339 panel_3.stl SOLAR STABLE 0.0 0.0 0.0 400 0.0
134 panel_1.stl DIFFUSE TUMBLING 1.531 1.537 2.581 400 0.0
1340 panel_3.stl DIFFUSE TUMBLING 1.161 0.981 1.652 400 0.0
1341 bus_3.stl DIFFUSE TUMBLING 0.361 0.443 0.47 400 0.0
1343 panel_2.stl SOLAR TUMBLING 1.934 1.792 2.682 400 0.0
1344 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.827 400 0.0
1345 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1346 antenna_2.stl SPECULAR TUMBLING 2.418 2.555 2.919 400 0.0
1347 bus_3.stl DIFFUSE TUMBLING 1.957 0.383 0.407 400 0.0
1348 bus_1.stl DIFFUSE TUMBLING 2.651 2.23 0.0 400 0.0
1349 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1350 rod_2.stl DIFFUSE TUMBLING 1.468 1.263 0.309 400 0.0
1351 cone_3.stl DIFFUSE TUMBLING 2.283 0.0 2.918 400 0.0
1353 bus_2.stl DIFFUSE TUMBLING 2.009 0.48 1.084 400 0.0
1354 cone_3.stl DIFFUSE TUMBLING 3.008 0.654 1.759 400 0.0
1355 rod_1.stl DIFFUSE TUMBLING 1.924 1.16 0.0 400 0.0
1356 cone_3.stl DIFFUSE TUMBLING 0.862 0.34 2.188 400 0.0
1358 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1359 cone_3.stl DIFFUSE TUMBLING 2.382 0.0 2.428 358 0.105
136 cone_1.stl DIFFUSE TUMBLING 2.558 2.322 1.991 400 0.0
1360 panel_1.stl DIFFUSE TUMBLING 2.013 0.605 1.897 357 0.107
1361 antenna_2.stl SPECULAR TUMBLING 0.0 1.766 3.032 400 0.0
1364 rod_1.stl DIFFUSE TUMBLING 2.654 1.207 1.638 400 0.0
1365 bus_3.stl DIFFUSE TUMBLING 0.0 0.278 2.652 400 0.0
1366 antenna_1.stl SPECULAR TUMBLING 3.031 0.0 1.498 400 0.0
1367 antenna_3.stl SPECULAR STABLE 2.101 0.0 0.0 400 0.0
1368 panel_3.stl SOLAR TUMBLING 2.028 0.0 2.899 400 0.0
1369 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1373 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1374 cone_2.stl DIFFUSE TUMBLING 0.521 0.431 1.174 400 0.0
1375 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1376 bus_2.stl DIFFUSE TUMBLING 0.0 1.498 2.011 400 0.0
1378 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1379 rod_2.stl DIFFUSE TUMBLING 0.952 2.908 0.0 361 0.098
1380 cone_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1381 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1382 antenna_2.stl SPECULAR TUMBLING 2.37 0.241 1.521 400 0.0
1384 rod_1.stl DIFFUSE STABLE 0.0 0.0 2.784 400 0.0
1387 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.475 351 0.122
1389 rod_3.stl DIFFUSE TUMBLING 2.65 0.533 0.938 400 0.0
139 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1390 panel_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1391 cone_1.stl DIFFUSE TUMBLING 0.0 0.257 1.582 400 0.0
1392 panel_3.stl SPECULAR TUMBLING 2.515 1.152 2.528 400 0.0
1394 panel_1.stl DIFFUSE TUMBLING 1.424 0.0 2.653 393 0.018
1395 rod_3.stl DIFFUSE TUMBLING 1.968 0.816 2.027 400 0.0
1396 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1397 cone_1.stl DIFFUSE TUMBLING 0.0 2.169 0.226 400 0.0
1398 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
14 antenna_3.stl SPECULAR TUMBLING 2.828 2.875 2.185 400 0.0
140 panel_1.stl SOLAR TUMBLING 2.817 2.158 0.0 400 0.0
1401 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1402 cone_1.stl DIFFUSE STABLE 0.0 0.0 2.572 400 0.0
1403 bus_3.stl DIFFUSE TUMBLING 2.47 2.441 2.513 400 0.0
1404 panel_3.stl SPECULAR TUMBLING 0.583 2.212 2.274 400 0.0
1405 rod_3.stl DIFFUSE TUMBLING 1.283 1.601 0.0 400 0.0
1408 panel_2.stl SPECULAR TUMBLING 2.307 3.108 0.0 400 0.0
141 bus_3.stl DIFFUSE STABLE 0.0 0.0 2.337 400 0.0
1410 panel_3.stl DIFFUSE TUMBLING 0.0 1.433 0.633 400 0.0
1411 cone_2.stl DIFFUSE TUMBLING 0.0 1.616 2.271 400 0.0
1412 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1414 panel_2.stl SOLAR TUMBLING 2.904 0.0 2.344 400 0.0
1416 rod_3.stl DIFFUSE TUMBLING 0.0 0.733 0.271 400 0.0
1417 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 0.0
1418 bus_3.stl DIFFUSE TUMBLING 0.0 2.43 2.012 400 0.0
1419 panel_1.stl SOLAR TUMBLING 0.0 1.183 2.222 400 0.0
142 panel_2.stl SPECULAR TUMBLING 2.098 2.465 2.052 400 0.0
1420 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 0.0
1422 antenna_1.stl SPECULAR STABLE 0.0 0.876 0.0 400 0.0
1424 cone_3.stl DIFFUSE TUMBLING 2.915 1.184 0.719 400 0.0
1425 cone_1.stl DIFFUSE STABLE 0.455 0.0 0.0 400 0.0
1426 antenna_3.stl SPECULAR TUMBLING 0.227 2.396 1.268 400 0.0
1427 panel_1.stl DIFFUSE TUMBLING 0.0 0.668 0.746 400 0.0
1428 rod_3.stl DIFFUSE TUMBLING 1.299 0.0 2.92 400 0.0
1429 cone_2.stl DIFFUSE TUMBLING 1.132 1.967 1.962 400 0.0
143 cone_2.stl DIFFUSE STABLE 0.0 0.366 0.0 400 0.0
1430 rod_1.stl DIFFUSE TUMBLING 0.0 0.357 1.986 400 0.0
1431 bus_2.stl DIFFUSE TUMBLING 2.379 0.891 0.0 400 0.0
1432 panel_1.stl SOLAR STABLE 0.0 0.0 0.0 400 0.0
1433 antenna_1.stl SPECULAR STABLE 0.0 2.577 0.0 400 0.0
1434 rod_3.stl DIFFUSE STABLE 0.0 2.888 0.0 400 0.0
1436 panel_3.stl SOLAR TUMBLING 2.247 0.0 1.189 353 0.117
1439 bus_1.stl DIFFUSE STABLE 0.0 0.0 0.0 351 0.122
144 bus_3.stl DIFFUSE TUMBLING 0.0 1.417 1.136 400 0.0
1441 panel_3.stl DIFFUSE TUMBLING 2.233 3.085 2.711 400 0.0
1442 panel_1.stl DIFFUSE TUMBLING 0.827 1.718 2.707 400 0.0
1443 antenna_2.stl SPECULAR TUMBLING 0.529 0.0 2.209 400 0.0
1444 antenna_3.stl SPECULAR STABLE 2.957 0.0 0.0 361 0.098
1445 rod_3.stl DIFFUSE TUMBLING 1.854 1.425 2.728 400 0.0
1447 cone_2.stl DIFFUSE TUMBLING 1.36 1.947 1.672 400 0.0
1448 cone_2.stl DIFFUSE TUMBLING 2.891 2.818 2.019 384 0.04
1449 panel_3.stl SPECULAR STABLE 0.0 0.0 0.0 374 0.065
145 panel_1.stl SOLAR TUMBLING 1.092 0.599 0.0 400 0.0
1452 bus_3.stl DIFFUSE TUMBLING 0.507 0.0 0.49 400 0.0
