Track Object Material Regime X_Rate Y_Rate Z_Rate Original_Length Pad
1054 panel_3.stl SOLAR TUMBLING 0.925 2.301 3.001 400 -0.333
1055 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1056 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1057 rod_1.stl DIFFUSE STABLE 2.544 0.0 0.0 400 -0.333
1058 panel_1.stl SOLAR TUMBLING 0.739 1.665 1.758 400 -0.333
1059 cone_3.stl DIFFUSE TUMBLING 0.406 2.428 2.508 400 -0.333
106 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 380 -0.267
1061 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1063 panel_2.stl SOLAR STABLE 0.0 0.726 0.0 388 -0.293
1064 bus_1.stl DIFFUSE STABLE 2.229 0.0 0.0 400 -0.333
1065 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1066 cone_1.stl DIFFUSE STABLE 0.0 0.0 0.0 396 -0.32
1067 bus_1.stl DIFFUSE STABLE 1.314 0.0 0.0 400 -0.333
1068 rod_1.stl DIFFUSE TUMBLING 3.134 0.731 0.0 291 0.03
1069 antenna_1.stl SPECULAR TUMBLING 0.524 2.807 0.407 400 -0.333
1070 cone_3.stl DIFFUSE TUMBLING 2.481 2.563 0.0 400 -0.333
1071 rod_2.stl DIFFUSE STABLE 0.0 2.647 0.0 400 -0.333
1072 antenna_2.stl SPECULAR TUMBLING 2.406 1.613 0.956 400 -0.333
1073 panel_3.stl SOLAR TUMBLING 1.262 0.515 2.263 400 -0.333
1074 panel_1.stl SOLAR TUMBLING 1.722 0.756 0.0 294 0.02
1075 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1077 antenna_3.stl SPECULAR TUMBLING 0.0 1.639 1.869 400 -0.333
1079 rod_1.stl DIFFUSE STABLE 0.0 2.202 0.0 400 -0.333
1080 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1081 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1082 bus_1.stl DIFFUSE TUMBLING 0.587 2.994 2.865 400 -0.333
1083 panel_2.stl DIFFUSE TUMBLING 1.948 1.028 0.0 400 -0.333
1084 bus_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1085 bus_2.stl DIFFUSE TUMBLING 1.916 3.026 0.697 400 -0.333
1086 bus_2.stl DIFFUSE TUMBLING 1.426 2.684 1.118 400 -0.333
1087 cone_2.stl DIFFUSE TUMBLING 1.907 1.826 0.839 354 -0.18
1089 cone_1.stl DIFFUSE STABLE 1.481 0.0 0.0 289 0.037
109 bus_3.stl DIFFUSE STABLE 0.0 1.226 0.0 400 -0.333
1091 panel_2.stl DIFFUSE STABLE 0.0 0.0 2.891 257 0.143
1092 bus_1.stl DIFFUSE STABLE 0.0 0.0 0.0 354 -0.18
1093 panel_3.stl DIFFUSE TUMBLING 1.957 1.548 3.033 400 -0.333
1094 antenna_3.stl SPECULAR TUMBLING 0.288 1.972 2.977 400 -0.333
1095 bus_2.stl DIFFUSE TUMBLING 0.0 0.558 3.002 400 -0.333
1096 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.998 400 -0.333
1097 antenna_2.stl SPECULAR TUMBLING 1.237 3.039 0.0 264 0.12
1098 cone_3.stl DIFFUSE STABLE 0.0 0.0 2.833 357 -0.19
1099 panel_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
11 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1100 bus_2.stl DIFFUSE STABLE 0.0 1.696 0.0 400 -0.333
1101 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1102 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 279 0.07
1103 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1106 panel_1.stl DIFFUSE TUMBLING 0.0 1.361 2.375 400 -0.333
1107 cone_2.stl DIFFUSE STABLE 0.0 0.212 0.0 400 -0.333
1108 antenna_3.stl SPECULAR TUMBLING 2.397 0.624 1.894 400 -0.333
111 panel_1.stl SPECULAR TUMBLING 1.507 2.733 2.67 400 -0.333
1110 cone_3.stl DIFFUSE TUMBLING 0.214 1.537 1.041 400 -0.333
1111 panel_3.stl SPECULAR TUMBLING 2.575 0.734 1.589 400 -0.333
1112 rod_3.stl DIFFUSE STABLE 0.0 0.928 0.0 400 -0.333
1113 rod_2.stl DIFFUSE STABLE 0.99 0.0 0.0 400 -0.333
1114 panel_1.stl SOLAR TUMBLING 0.581 2.459 0.517 280 0.067
1115 antenna_1.stl SPECULAR TUMBLING 1.541 2.734 0.0 400 -0.333
1117 panel_2.stl SPECULAR STABLE 0.0 0.0 3.032 400 -0.333
1119 cone_2.stl DIFFUSE TUMBLING 3.053 0.0 2.144 400 -0.333
1120 rod_1.stl DIFFUSE TUMBLING 0.0 2.729 2.304 400 -0.333
1121 panel_1.stl SOLAR TUMBLING 0.0 2.329 2.063 400 -0.333
1122 rod_3.stl DIFFUSE STABLE 1.735 0.0 0.0 316 -0.053
1123 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1125 cone_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1126 bus_2.stl DIFFUSE TUMBLING 1.04 1.425 0.0 262 0.127
1128 cone_2.stl DIFFUSE STABLE 1.34 0.0 0.0 400 -0.333
1129 rod_1.stl DIFFUSE TUMBLING 0.48 0.0 3.044 400 -0.333
113 antenna_3.stl SPECULAR TUMBLING 0.211 0.0 2.123 400 -0.333
1132 antenna_2.stl SPECULAR STABLE 1.845 0.0 0.0 400 -0.333
1134 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1135 cone_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1136 antenna_1.stl SPECULAR STABLE 0.257 0.0 0.0 400 -0.333
1138 panel_2.stl SPECULAR TUMBLING 1.016 2.609 0.0 400 -0.333
114 rod_1.stl DIFFUSE TUMBLING 1.274 2.951 2.839 400 -0.333
1140 panel_2.stl SPECULAR STABLE 0.0 0.826 0.0 400 -0.333
1142 cone_2.stl DIFFUSE STABLE 0.0 0.0 1.795 400 -0.333
1143 rod_1.stl DIFFUSE TUMBLING 2.197 1.824 0.329 347 -0.157
1144 panel_1.stl SPECULAR STABLE 0.0 0.0 0.0 317 -0.057
1145 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 367 -0.223
1146 bus_3.stl DIFFUSE STABLE 0.0 2.255 0.0 400 -0.333
1147 rod_1.stl DIFFUSE TUMBLING 0.732 0.893 2.218 400 -0.333
1148 antenna_2.stl SPECULAR STABLE 0.0 0.0 1.924 400 -0.333
1149 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1150 cone_3.stl DIFFUSE STABLE 0.0 2.815 0.0 400 -0.333
1151 cone_1.stl DIFFUSE TUMBLING 2.574 1.572 0.0 400 -0.333
1152 panel_1.stl SOLAR STABLE 0.0 0.0 1.657 400 -0.333
1153 antenna_3.stl SPECULAR TUMBLING 1.087 1.826 0.0 400 -0.333
1154 cone_1.stl DIFFUSE TUMBLING 2.444 2.844 0.0 400 -0.333
1155 panel_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1156 antenna_2.stl SPECULAR TUMBLING 0.632 2.225 0.807 400 -0.333
1157 panel_3.stl SPECULAR TUMBLING 2.543 0.324 2.617 400 -0.333
1158 rod_1.stl DIFFUSE STABLE 0.0 1.031 0.0 385 -0.283
1159 antenna_2.stl SPECULAR TUMBLING 2.976 1.645 2.699 334 -0.113
116 antenna_2.stl SPECULAR TUMBLING 2.881 0.709 1.658 400 -0.333
1160 panel_2.stl DIFFUSE TUMBLING 2.613 0.0 1.934 400 -0.333
1161 panel_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1162 bus_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1164 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1165 cone_1.stl DIFFUSE TUMBLING 0.32 1.777 0.877 400 -0.333
1166 cone_3.stl DIFFUSE STABLE 0.0 0.0 1.625 400 -0.333
1167 antenna_2.stl SPECULAR TUMBLING 0.0 0.233 0.504 400 -0.333
1169 antenna_2.stl SPECULAR STABLE 2.099 0.0 0.0 255 0.15
1171 cone_3.stl DIFFUSE TUMBLING 1.598 2.387 0.216 400 -0.333
1174 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1175 cone_1.stl DIFFUSE STABLE 0.0 0.0 2.33 400 -0.333
1176 antenna_3.stl SPECULAR TUMBLING 2.812 0.0 2.381 400 -0.333
1177 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 333 -0.11
1178 antenna_1.stl SPECULAR STABLE 0.0 3.005 0.0 400 -0.333
118 panel_1.stl DIFFUSE STABLE 1.402 0.0 0.0 400 -0.333
1180 bus_2.stl DIFFUSE STABLE 0.0 0.0 1.774 400 -0.333
1181 rod_3.stl DIFFUSE TUMBLING 1.074 0.0 2.69 400 -0.333
1182 bus_3.stl DIFFUSE TUMBLING 2.775 0.378 0.994 400 -0.333
1183 panel_2.stl SOLAR STABLE 1.038 0.0 0.0 400 -0.333
1184 panel_1.stl DIFFUSE TUMBLING 2.251 0.386 0.0 400 -0.333
1185 antenna_1.stl SPECULAR TUMBLING 1.556 2.911 0.0 364 -0.213
1187 panel_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1188 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1189 bus_2.stl DIFFUSE STABLE 0.0 0.423 0.0 400 -0.333
119 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1191 antenna_2.stl SPECULAR STABLE 1.905 0.0 0.0 400 -0.333
1193 cone_3.stl DIFFUSE TUMBLING 1.909 1.587 0.0 400 -0.333
1194 bus_1.stl DIFFUSE TUMBLING 1.103 0.968 1.372 400 -0.333
1196 cone_1.stl DIFFUSE TUMBLING 0.484 1.938 0.0 400 -0.333
1197 panel_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1199 antenna_2.stl SPECULAR STABLE 0.0 1.931 0.0 252 0.16
12 antenna_3.stl SPECULAR STABLE 0.451 0.0 0.0 400 -0.333
1200 bus_3.stl DIFFUSE TUMBLING 0.0 2.894 2.489 400 -0.333
1202 panel_2.stl SOLAR TUMBLING 0.246 1.626 0.0 280 0.067
1204 panel_3.stl DIFFUSE STABLE 0.571 0.0 0.0 250 0.167
1205 bus_2.stl DIFFUSE TUMBLING 0.0 2.113 1.081 400 -0.333
1206 antenna_2.stl SPECULAR TUMBLING 2.58 3.127 0.0 306 -0.02
1209 cone_1.stl DIFFUSE STABLE 1.612 0.0 0.0 400 -0.333
121 panel_1.stl SPECULAR TUMBLING 1.039 1.363 1.168 400 -0.333
1211 bus_3.stl DIFFUSE STABLE 0.0 1.199 0.0 400 -0.333
1212 antenna_3.stl SPECULAR TUMBLING 1.674 2.557 0.0 400 -0.333
1213 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1214 cone_2.stl DIFFUSE TUMBLING 0.422 0.565 1.559 400 -0.333
1215 rod_2.stl DIFFUSE TUMBLING 2.908 1.606 2.995 305 -0.017
1216 panel_3.stl SPECULAR TUMBLING 2.566 2.883 0.694 400 -0.333
1217 rod_2.stl DIFFUSE TUMBLING 3.066 0.0 2.534 400 -0.333
1219 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 335 -0.117
122 panel_1.stl SOLAR TUMBLING 1.775 0.982 0.0 400 -0.333
1220 antenna_2.stl SPECULAR TUMBLING 0.0 2.544 2.291 279 0.07
1221 panel_3.stl SPECULAR TUMBLING 0.283 2.774 2.452 400 -0.333
1223 rod_1.stl DIFFUSE TUMBLING 0.0 2.2 0.547 400 -0.333
1224 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 273 0.09
1226 rod_2.stl DIFFUSE TUMBLING 0.649 0.0 1.68 283 0.057
1227 panel_2.stl SPECULAR TUMBLING 0.0 3.098 1.796 371 -0.237
1229 panel_2.stl SPECULAR TUMBLING 1.82 3.033 0.0 400 -0.333
123 bus_2.stl DIFFUSE STABLE 1.461 0.0 0.0 400 -0.333
1232 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 386 -0.287
1233 panel_3.stl DIFFUSE TUMBLING 2.005 0.0 1.046 400 -0.333
1234 antenna_1.stl SPECULAR TUMBLING 1.914 1.29 0.0 400 -0.333
1235 cone_3.stl DIFFUSE TUMBLING 2.813 0.0 1.792 400 -0.333
1236 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 288 0.04
1238 cone_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1239 cone_1.stl DIFFUSE STABLE 0.0 0.0 0.0 323 -0.077
124 cone_3.stl DIFFUSE STABLE 0.0 0.0 0.727 400 -0.333
1240 rod_3.stl DIFFUSE TUMBLING 2.931 0.433 0.344 390 -0.3
1241 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1242 cone_3.stl DIFFUSE TUMBLING 2.108 2.162 0.0 400 -0.333
1243 panel_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1244 antenna_2.stl SPECULAR TUMBLING 0.0 0.349 1.673 400 -0.333
1245 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1247 cone_2.stl DIFFUSE TUMBLING 2.912 2.93 3.053 400 -0.333
1248 antenna_3.stl SPECULAR TUMBLING 2.731 1.008 1.441 400 -0.333
1249 panel_3.stl SPECULAR STABLE 0.0 0.0 2.318 283 0.057
125 bus_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1250 cone_1.stl DIFFUSE TUMBLING 0.825 3.062 0.664 400 -0.333
1251 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 357 -0.19
1254 cone_2.stl DIFFUSE STABLE 0.0 0.229 0.0 357 -0.19
1255 panel_2.stl SPECULAR TUMBLING 1.824 2.154 3.114 354 -0.18
1257 cone_2.stl DIFFUSE STABLE 0.0 0.0 3.002 271 0.097
1260 cone_2.stl DIFFUSE TUMBLING 0.731 2.071 0.0 328 -0.093
1261 cone_3.stl DIFFUSE TUMBLING 2.237 1.545 1.195 400 -0.333
1264 rod_3.stl DIFFUSE TUMBLING 2.978 2.864 1.915 273 0.09
1265 panel_1.stl DIFFUSE TUMBLING 2.383 0.874 0.244 400 -0.333
1266 antenna_2.stl SPECULAR TUMBLING 2.279 2.722 0.564 400 -0.333
1267 cone_3.stl DIFFUSE STABLE 0.788 0.0 0.0 400 -0.333
1268 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1269 rod_3.stl DIFFUSE TUMBLING 0.365 1.95 0.525 400 -0.333
1270 rod_1.stl DIFFUSE TUMBLING 0.313 1.887 0.0 400 -0.333
1271 bus_2.stl DIFFUSE TUMBLING 2.29 1.777 1.958 400 -0.333
1272 cone_2.stl DIFFUSE TUMBLING 1.089 2.759 0.0 400 -0.333
1274 rod_3.stl DIFFUSE TUMBLING 2.736 2.889 2.235 400 -0.333
1275 panel_2.stl SOLAR TUMBLING 0.918 3.02 2.765 400 -0.333
1277 rod_3.stl DIFFUSE TUMBLING 0.0 1.212 2.461 400 -0.333
1278 antenna_3.stl SPECULAR STABLE 0.0 0.0 2.947 400 -0.333
1279 cone_1.stl DIFFUSE STABLE 0.0 0.0 0.0 259 0.137
128 cone_1.stl DIFFUSE TUMBLING 2.548 1.805 1.753 400 -0.333
1280 cone_1.stl DIFFUSE STABLE 0.0 0.0 1.282 277 0.077
1281 bus_3.stl DIFFUSE TUMBLING 1.282 0.0 0.894 400 -0.333
1282 bus_2.stl DIFFUSE STABLE 0.69 0.0 0.0 400 -0.333
1283 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1284 antenna_2.stl SPECULAR STABLE 0.0 0.53 0.0 400 -0.333
1285 antenna_2.stl SPECULAR STABLE 0.0 0.0 2.385 400 -0.333
1287 antenna_3.stl SPECULAR TUMBLING 0.904 0.0 1.92 378 -0.26
1288 antenna_2.stl SPECULAR TUMBLING 0.739 0.43 0.613 400 -0.333
1289 panel_2.stl SPECULAR TUMBLING 0.963 0.0 0.733 400 -0.333
129 panel_1.stl DIFFUSE STABLE 0.0 0.0 0.0 281 0.063
1290 rod_2.stl DIFFUSE TUMBLING 0.291 3.0 0.214 400 -0.333
1291 panel_2.stl SPECULAR TUMBLING 2.741 2.33 2.657 400 -0.333
1293 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1294 rod_2.stl DIFFUSE STABLE 0.0 0.0 2.423 400 -0.333
1297 panel_3.stl DIFFUSE STABLE 2.158 0.0 0.0 400 -0.333
1298 panel_1.stl SOLAR STABLE 0.0 0.626 0.0 393 -0.31
13 panel_2.stl DIFFUSE STABLE 0.0 0.0 1.099 400 -0.333
1300 bus_1.stl DIFFUSE STABLE 0.0 0.0 0.0 376 -0.253
1302 antenna_3.stl SPECULAR TUMBLING 2.204 2.671 0.0 400 -0.333
1303 rod_2.stl DIFFUSE STABLE 0.0 1.247 0.0 400 -0.333
1304 cone_3.stl DIFFUSE TUMBLING 0.746 1.077 0.71 400 -0.333
1305 rod_2.stl DIFFUSE STABLE 0.0 0.423 0.0 400 -0.333
1307 panel_2.stl SOLAR STABLE 0.0 0.0 0.0 400 -0.333
1308 bus_3.stl DIFFUSE TUMBLING 2.131 1.749 0.0 400 -0.333
1309 cone_1.stl DIFFUSE TUMBLING 0.0 0.601 1.803 400 -0.333
1310 panel_2.stl SOLAR TUMBLING 0.0 2.463 2.522 400 -0.333
1311 rod_3.stl DIFFUSE TUMBLING 0.27 1.772 2.324 400 -0.333
1312 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1313 bus_3.stl DIFFUSE TUMBLING 0.0 1.651 2.027 400 -0.333
1314 rod_2.stl DIFFUSE TUMBLING 0.455 2.258 0.452 300 0.0
1315 bus_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1316 panel_2.stl SOLAR STABLE 0.0 0.0 2.669 294 0.02
1317 bus_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1318 bus_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1319 panel_2.stl SPECULAR TUMBLING 1.122 0.742 2.368 400 -0.333
132 cone_3.stl DIFFUSE STABLE 0.0 2.476 0.0 400 -0.333
1320 cone_3.stl DIFFUSE TUMBLING 0.391 1.339 2.653 400 -0.333
1321 antenna_3.stl SPECULAR TUMBLING 2.966 2.92 2.547 400 -0.333
1323 rod_2.stl DIFFUSE TUMBLING 1.655 2.361 0.214 400 -0.333
1325 rod_3.stl DIFFUSE TUMBLING 0.0 1.727 2.461 400 -0.333
1326 rod_1.stl DIFFUSE TUMBLING 1.021 1.912 2.099 370 -0.233
1327 panel_1.stl SPECULAR TUMBLING 2.909 0.0 1.671 400 -0.333
1328 bus_2.stl DIFFUSE TUMBLING 0.516 3.022 2.984 400 -0.333
1329 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
133 rod_1.stl DIFFUSE TUMBLING 1.755 2.887 3.126 400 -0.333
1330 panel_1.stl DIFFUSE TUMBLING 0.519 0.539 0.0 400 -0.333
1331 bus_1.stl DIFFUSE TUMBLING 2.091 1.251 2.415 400 -0.333
1333 cone_3.stl DIFFUSE TUMBLING 1.908 2.095 2.814 400 -0.333
1334 cone_3.stl DIFFUSE TUMBLING 1.942 1.586 3.095 400 -0.333
1335 rod_1.stl DIFFUSE TUMBLING 0.419 0.0 1.501 362 -0.207
1336 cone_2.stl DIFFUSE STABLE 0.0 0.0 2.335 400 -0.333
1337 rod_1.stl DIFFUSE TUMBLING 2.887 0.0 0.603 289 0.037
1338 rod_2.stl DIFFUSE STABLE 0.0 0.0 1.647 400 -0.333
1339 panel_3.stl SOLAR STABLE 0.0 0.0 0.0 400 -0.333
134 panel_1.stl DIFFUSE TUMBLING 1.531 1.537 2.581 400 -0.333
1340 panel_3.stl DIFFUSE TUMBLING 1.161 0.981 1.652 400 -0.333
1341 bus_3.stl DIFFUSE TUMBLING 0.361 0.443 0.47 400 -0.333
1342 antenna_3.stl SPECULAR STABLE 0.0 0.0 2.755 346 -0.153
1343 panel_2.stl SOLAR TUMBLING 1.934 1.792 2.682 400 -0.333
1344 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.827 400 -0.333
1345 antenna_2.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1346 antenna_2.stl SPECULAR TUMBLING 2.418 2.555 2.919 400 -0.333
1347 bus_3.stl DIFFUSE TUMBLING 1.957 0.383 0.407 400 -0.333
1348 bus_1.stl DIFFUSE TUMBLING 2.651 2.23 0.0 400 -0.333
1349 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1350 rod_2.stl DIFFUSE TUMBLING 1.468 1.263 0.309 400 -0.333
1351 cone_3.stl DIFFUSE TUMBLING 2.283 0.0 2.918 400 -0.333
1353 bus_2.stl DIFFUSE TUMBLING 2.009 0.48 1.084 400 -0.333
1354 cone_3.stl DIFFUSE TUMBLING 3.008 0.654 1.759 400 -0.333
1355 rod_1.stl DIFFUSE TUMBLING 1.924 1.16 0.0 400 -0.333
1356 cone_3.stl DIFFUSE TUMBLING 0.862 0.34 2.188 400 -0.333
1358 antenna_3.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1359 cone_3.stl DIFFUSE TUMBLING 2.382 0.0 2.428 358 -0.193
136 cone_1.stl DIFFUSE TUMBLING 2.558 2.322 1.991 400 -0.333
1360 panel_1.stl DIFFUSE TUMBLING 2.013 0.605 1.897 357 -0.19
1361 antenna_2.stl SPECULAR TUMBLING 0.0 1.766 3.032 400 -0.333
1362 panel_3.stl SOLAR STABLE 0.0 0.0 1.822 294 0.02
1363 panel_1.stl SPECULAR STABLE 0.0 0.0 0.0 322 -0.073
1364 rod_1.stl DIFFUSE TUMBLING 2.654 1.207 1.638 400 -0.333
1365 bus_3.stl DIFFUSE TUMBLING 0.0 0.278 2.652 400 -0.333
1366 antenna_1.stl SPECULAR TUMBLING 3.031 0.0 1.498 400 -0.333
1367 antenna_3.stl SPECULAR STABLE 2.101 0.0 0.0 400 -0.333
1368 panel_3.stl SOLAR TUMBLING 2.028 0.0 2.899 400 -0.333
1369 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
137 panel_2.stl SOLAR TUMBLING 1.357 1.991 1.826 309 -0.03
1372 bus_2.stl DIFFUSE TUMBLING 1.102 0.0 1.799 316 -0.053
1373 antenna_1.stl SPECULAR STABLE 0.0 0.0 0.0 400 -0.333
1374 cone_2.stl DIFFUSE TUMBLING 0.521 0.431 1.174 400 -0.333
1375 rod_1.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1376 bus_2.stl DIFFUSE TUMBLING 0.0 1.498 2.011 400 -0.333
1377 cone_1.stl DIFFUSE STABLE 0.0 0.97 0.0 268 0.107
1378 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1379 rod_2.stl DIFFUSE TUMBLING 0.952 2.908 0.0 361 -0.203
1380 cone_2.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1381 rod_3.stl DIFFUSE STABLE 0.0 0.0 0.0 400 -0.333
1382 antenna_2.stl SPECULAR TUMBLING 2.37 0.241 1.521 400 -0.333
1384 rod_1.stl DIFFUSE STABLE 0.0 0.0 2.784 400 -0.333
1387 rod_2.stl DIFFUSE STABLE 0.0 0.0 0.475 351 -0.17
1389 rod_3.stl DIFFUSE TUMBLING 2.65 0.533 0.938 400 -0.333
