Track Object Material Regime X_Rate Y_Rate Z_Rate Original_Length Pad
1086 bus_2.stl DIFFUSE TUMBLING 1.426 2.684 1.118 400 0.0
1087 cone_2.stl DIFFUSE TUMBLING 1.907 1.826 0.839 354 0.115
1093 panel_3.stl DIFFUSE TUMBLING 1.957 1.548 3.033 400 0.0
1094 antenna_3.stl SPECULAR TUMBLING 0.288 1.972 2.977 400 0.0
1095 bus_2.stl DIFFUSE TUMBLING 0.0 0.558 3.002 400 0.0
1106 panel_1.stl DIFFUSE TUMBLING 0.0 1.361 2.375 400 0.0
1108 antenna_3.stl SPECULAR TUMBLING 2.397 0.624 1.894 400 0.0
111 panel_1.stl SPECULAR TUMBLING 1.507 2.733 2.67 400 0.0
1110 cone_3.stl DIFFUSE TUMBLING 0.214 1.537 1.041 400 0.0
1111 panel_3.stl SPECULAR TUMBLING 2.575 0.734 1.589 400 0.0
1115 antenna_1.stl SPECULAR TUMBLING 1.541 2.734 0.0 400 0.0
1119 cone_2.stl DIFFUSE TUMBLING 3.053 0.0 2.144 400 0.0
1120 rod_1.stl DIFFUSE TUMBLING 0.0 2.729 2.304 400 0.0
1121 panel_1.stl SOLAR TUMBLING 0.0 2.329 2.063 400 0.0
1129 rod_1.stl DIFFUSE TUMBLING 0.48 0.0 3.044 400 0.0
113 antenna_3.stl SPECULAR TUMBLING 0.211 0.0 2.123 400 0.0
1138 panel_2.stl SPECULAR TUMBLING 1.016 2.609 0.0 400 0.0
114 rod_1.stl DIFFUSE TUMBLING 1.274 2.951 2.839 400 0.0
1147 rod_1.stl DIFFUSE TUMBLING 0.732 0.893 2.218 400 0.0
1151 cone_1.stl DIFFUSE TUMBLING 2.574 1.572 0.0 400 0.0
1153 antenna_3.stl SPECULAR TUMBLING 1.087 1.826 0.0 400 0.0
1154 cone_1.stl DIFFUSE TUMBLING 2.444 2.844 0.0 400 0.0
1156 antenna_2.stl SPECULAR TUMBLING 0.632 2.225 0.807 400 0.0
1157 panel_3.stl SPECULAR TUMBLING 2.543 0.324 2.617 400 0.0
116 antenna_2.stl SPECULAR TUMBLING 2.881 0.709 1.658 400 0.0
1160 panel_2.stl DIFFUSE TUMBLING 2.613 0.0 1.934 400 0.0
1165 cone_1.stl DIFFUSE TUMBLING 0.32 1.777 0.877 400 0.0
1167 antenna_2.stl SPECULAR TUMBLING 0.0 0.233 0.504 400 0.0
1171 cone_3.stl DIFFUSE TUMBLING 1.598 2.387 0.216 400 0.0
1176 antenna_3.stl SPECULAR TUMBLING 2.812 0.0 2.381 400 0.0
1181 rod_3.stl DIFFUSE TUMBLING 1.074 0.0 2.69 400 0.0
1182 bus_3.stl DIFFUSE TUMBLING 2.775 0.378 0.994 400 0.0
1184 panel_1.stl DIFFUSE TUMBLING 2.251 0.386 0.0 400 0.0
1185 antenna_1.stl SPECULAR TUMBLING 1.556 2.911 0.0 364 0.09
1193 cone_3.stl DIFFUSE TUMBLING 1.909 1.587 0.0 400 0.0
1194 bus_1.stl DIFFUSE TUMBLING 1.103 0.968 1.372 400 0.0
1196 cone_1.stl DIFFUSE TUMBLING 0.484 1.938 0.0 400 0.0
1200 bus_3.stl DIFFUSE TUMBLING 0.0 2.894 2.489 400 0.0
1205 bus_2.stl DIFFUSE TUMBLING 0.0 2.113 1.081 400 0.0
121 panel_1.stl SPECULAR TUMBLING 1.039 1.363 1.168 400 0.0
1212 antenna_3.stl SPECULAR TUMBLING 1.674 2.557 0.0 400 0.0
1214 cone_2.stl DIFFUSE TUMBLING 0.422 0.565 1.559 400 0.0
1216 panel_3.stl SPECULAR TUMBLING 2.566 2.883 0.694 400 0.0
1217 rod_2.stl DIFFUSE TUMBLING 3.066 0.0 2.534 400 0.0
122 panel_1.stl SOLAR TUMBLING 1.775 0.982 0.0 400 0.0
1221 panel_3.stl SPECULAR TUMBLING 0.283 2.774 2.452 400 0.0
1223 rod_1.stl DIFFUSE TUMBLING 0.0 2.2 0.547 400 0.0
1227 panel_2.stl SPECULAR TUMBLING 0.0 3.098 1.796 371 0.072
1229 panel_2.stl SPECULAR TUMBLING 1.82 3.033 0.0 400 0.0
1233 panel_3.stl DIFFUSE TUMBLING 2.005 0.0 1.046 400 0.0
1234 antenna_1.stl SPECULAR TUMBLING 1.914 1.29 0.0 400 0.0
1235 cone_3.stl DIFFUSE TUMBLING 2.813 0.0 1.792 400 0.0
1240 rod_3.stl DIFFUSE TUMBLING 2.931 0.433 0.344 390 0.025
1242 cone_3.stl DIFFUSE TUMBLING 2.108 2.162 0.0 400 0.0
1244 antenna_2.stl SPECULAR TUMBLING 0.0 0.349 1.673 400 0.0
1247 cone_2.stl DIFFUSE TUMBLING 2.912 2.93 3.053 400 0.0
1248 antenna_3.stl SPECULAR TUMBLING 2.731 1.008 1.441 400 0.0
1250 cone_1.stl DIFFUSE TUMBLING 0.825 3.062 0.664 400 0.0
1255 panel_2.stl SPECULAR TUMBLING 1.824 2.154 3.114 354 0.115
1261 cone_3.stl DIFFUSE TUMBLING 2.237 1.545 1.195 400 0.0
1265 panel_1.stl DIFFUSE TUMBLING 2.383 0.874 0.244 400 0.0
1266 antenna_2.stl SPECULAR TUMBLING 2.279 2.722 0.564 400 0.0
1269 rod_3.stl DIFFUSE TUMBLING 0.365 1.95 0.525 400 0.0
1270 rod_1.stl DIFFUSE TUMBLING 0.313 1.887 0.0 400 0.0
1271 bus_2.stl DIFFUSE TUMBLING 2.29 1.777 1.958 400 0.0
1272 cone_2.stl DIFFUSE TUMBLING 1.089 2.759 0.0 400 0.0
1274 rod_3.stl DIFFUSE TUMBLING 2.736 2.889 2.235 400 0.0
1275 panel_2.stl SOLAR TUMBLING 0.918 3.02 2.765 400 0.0
1277 rod_3.stl DIFFUSE TUMBLING 0.0 1.212 2.461 400 0.0
128 cone_1.stl DIFFUSE TUMBLING 2.548 1.805 1.753 400 0.0
1281 bus_3.stl DIFFUSE TUMBLING 1.282 0.0 0.894 400 0.0
1287 antenna_3.stl SPECULAR TUMBLING 0.904 0.0 1.92 378 0.055
1288 antenna_2.stl SPECULAR TUMBLING 0.739 0.43 0.613 400 0.0
1289 panel_2.stl SPECULAR TUMBLING 0.963 0.0 0.733 400 0.0
1290 rod_2.stl DIFFUSE TUMBLING 0.291 3.0 0.214 400 0.0
1291 panel_2.stl SPECULAR TUMBLING 2.741 2.33 2.657 400 0.0
1302 antenna_3.stl SPECULAR TUMBLING 2.204 2.671 0.0 400 0.0
1304 cone_3.stl DIFFUSE TUMBLING 0.746 1.077 0.71 400 0.0
1308 bus_3.stl DIFFUSE TUMBLING 2.131 1.749 0.0 400 0.0
1309 cone_1.stl DIFFUSE TUMBLING 0.0 0.601 1.803 400 0.0
1310 panel_2.stl SOLAR TUMBLING 0.0 2.463 2.522 400 0.0
1311 rod_3.stl DIFFUSE TUMBLING 0.27 1.772 2.324 400 0.0
1313 bus_3.stl DIFFUSE TUMBLING 0.0 1.651 2.027 400 0.0
1319 panel_2.stl SPECULAR TUMBLING 1.122 0.742 2.368 400 0.0
1320 cone_3.stl DIFFUSE TUMBLING 0.391 1.339 2.653 400 0.0
1321 antenna_3.stl SPECULAR TUMBLING 2.966 2.92 2.547 400 0.0
1323 rod_2.stl DIFFUSE TUMBLING 1.655 2.361 0.214 400 0.0
1325 rod_3.stl DIFFUSE TUMBLING 0.0 1.727 2.461 400 0.0
1326 rod_1.stl DIFFUSE TUMBLING 1.021 1.912 2.099 370 0.075
1327 panel_1.stl SPECULAR TUMBLING 2.909 0.0 1.671 400 0.0
1328 bus_2.stl DIFFUSE TUMBLING 0.516 3.022 2.984 400 0.0
133 rod_1.stl DIFFUSE TUMBLING 1.755 2.887 3.126 400 0.0
1330 panel_1.stl DIFFUSE TUMBLING 0.519 0.539 0.0 400 0.0
1331 bus_1.stl DIFFUSE TUMBLING 2.091 1.251 2.415 400 0.0
1333 cone_3.stl DIFFUSE TUMBLING 1.908 2.095 2.814 400 0.0
1334 cone_3.stl DIFFUSE TUMBLING 1.942 1.586 3.095 400 0.0
1335 rod_1.stl DIFFUSE TUMBLING 0.419 0.0 1.501 362 0.095
134 panel_1.stl DIFFUSE TUMBLING 1.531 1.537 2.581 400 0.0
1340 panel_3.stl DIFFUSE TUMBLING 1.161 0.981 1.652 400 0.0
1341 bus_3.stl DIFFUSE TUMBLING 0.361 0.443 0.47 400 0.0
1343 panel_2.stl SOLAR TUMBLING 1.934 1.792 2.682 400 0.0
1346 antenna_2.stl SPECULAR TUMBLING 2.418 2.555 2.919 400 0.0
1347 bus_3.stl DIFFUSE TUMBLING 1.957 0.383 0.407 400 0.0
1348 bus_1.stl DIFFUSE TUMBLING 2.651 2.23 0.0 400 0.0
1350 rod_2.stl DIFFUSE TUMBLING 1.468 1.263 0.309 400 0.0
1351 cone_3.stl DIFFUSE TUMBLING 2.283 0.0 2.918 400 0.0
1353 bus_2.stl DIFFUSE TUMBLING 2.009 0.48 1.084 400 0.0
1354 cone_3.stl DIFFUSE TUMBLING 3.008 0.654 1.759 400 0.0
1355 rod_1.stl DIFFUSE TUMBLING 1.924 1.16 0.0 400 0.0
1356 cone_3.stl DIFFUSE TUMBLING 0.862 0.34 2.188 400 0.0
1359 cone_3.stl DIFFUSE TUMBLING 2.382 0.0 2.428 358 0.105
136 cone_1.stl DIFFUSE TUMBLING 2.558 2.322 1.991 400 0.0
1360 panel_1.stl DIFFUSE TUMBLING 2.013 0.605 1.897 357 0.107
1361 antenna_2.stl SPECULAR TUMBLING 0.0 1.766 3.032 400 0.0
1364 rod_1.stl DIFFUSE TUMBLING 2.654 1.207 1.638 400 0.0
1365 bus_3.stl DIFFUSE TUMBLING 0.0 0.278 2.652 400 0.0
1366 antenna_1.stl SPECULAR TUMBLING 3.031 0.0 1.498 400 0.0
1368 panel_3.stl SOLAR TUMBLING 2.028 0.0 2.899 400 0.0
1374 cone_2.stl DIFFUSE TUMBLING 0.521 0.431 1.174 400 0.0
1376 bus_2.stl DIFFUSE TUMBLING 0.0 1.498 2.011 400 0.0
1379 rod_2.stl DIFFUSE TUMBLING 0.952 2.908 0.0 361 0.098
1382 antenna_2.stl SPECULAR TUMBLING 2.37 0.241 1.521 400 0.0
1389 rod_3.stl DIFFUSE TUMBLING 2.65 0.533 0.938 400 0.0
1391 cone_1.stl DIFFUSE TUMBLING 0.0 0.257 1.582 400 0.0
1392 panel_3.stl SPECULAR TUMBLING 2.515 1.152 2.528 400 0.0
1394 panel_1.stl DIFFUSE TUMBLING 1.424 0.0 2.653 393 0.018
1395 rod_3.stl DIFFUSE TUMBLING 1.968 0.816 2.027 400 0.0
1397 cone_1.stl DIFFUSE TUMBLING 0.0 2.169 0.226 400 0.0
14 antenna_3.stl SPECULAR TUMBLING 2.828 2.875 2.185 400 0.0
140 panel_1.stl SOLAR TUMBLING 2.817 2.158 0.0 400 0.0
1403 bus_3.stl DIFFUSE TUMBLING 2.47 2.441 2.513 400 0.0
1404 panel_3.stl SPECULAR TUMBLING 0.583 2.212 2.274 400 0.0
1405 rod_3.stl DIFFUSE TUMBLING 1.283 1.601 0.0 400 0.0
1408 panel_2.stl SPECULAR TUMBLING 2.307 3.108 0.0 400 0.0
1410 panel_3.stl DIFFUSE TUMBLING 0.0 1.433 0.633 400 0.0
1411 cone_2.stl DIFFUSE TUMBLING 0.0 1.616 2.271 400 0.0
1414 panel_2.stl SOLAR TUMBLING 2.904 0.0 2.344 400 0.0
1416 rod_3.stl DIFFUSE TUMBLING 0.0 0.733 0.271 400 0.0
1418 bus_3.stl DIFFUSE TUMBLING 0.0 2.43 2.012 400 0.0
1419 panel_1.stl SOLAR TUMBLING 0.0 1.183 2.222 400 0.0
142 panel_2.stl SPECULAR TUMBLING 2.098 2.465 2.052 400 0.0
1424 cone_3.stl DIFFUSE TUMBLING 2.915 1.184 0.719 400 0.0
1426 antenna_3.stl SPECULAR TUMBLING 0.227 2.396 1.268 400 0.0
1427 panel_1.stl DIFFUSE TUMBLING 0.0 0.668 0.746 400 0.0
1428 rod_3.stl DIFFUSE TUMBLING 1.299 0.0 2.92 400 0.0
1429 cone_2.stl DIFFUSE TUMBLING 1.132 1.967 1.962 400 0.0
1430 rod_1.stl DIFFUSE TUMBLING 0.0 0.357 1.986 400 0.0
1431 bus_2.stl DIFFUSE TUMBLING 2.379 0.891 0.0 400 0.0
1436 panel_3.stl SOLAR TUMBLING 2.247 0.0 1.189 353 0.117
144 bus_3.stl DIFFUSE TUMBLING 0.0 1.417 1.136 400 0.0
1441 panel_3.stl DIFFUSE TUMBLING 2.233 3.085 2.711 400 0.0
1442 panel_1.stl DIFFUSE TUMBLING 0.827 1.718 2.707 400 0.0
1443 antenna_2.stl SPECULAR TUMBLING 0.529 0.0 2.209 400 0.0
1445 rod_3.stl DIFFUSE TUMBLING 1.854 1.425 2.728 400 0.0
1447 cone_2.stl DIFFUSE TUMBLING 1.36 1.947 1.672 400 0.0
1448 cone_2.stl DIFFUSE TUMBLING 2.891 2.818 2.019 384 0.04
145 panel_1.stl SOLAR TUMBLING 1.092 0.599 0.0 400 0.0
1452 bus_3.stl DIFFUSE TUMBLING 0.507 0.0 0.49 400 0.0
1454 cone_1.stl DIFFUSE TUMBLING 1.079 1.463 1.537 389 0.028
146 rod_1.stl DIFFUSE TUMBLING 0.281 0.837 2.72 400 0.0
1464 bus_3.stl DIFFUSE TUMBLING 1.603 1.857 0.0 400 0.0
1466 panel_1.stl SOLAR TUMBLING 0.0 1.888 0.61 400 0.0
147 bus_2.stl DIFFUSE TUMBLING 1.555 0.493 2.004 400 0.0
1470 bus_1.stl DIFFUSE TUMBLING 0.54 0.0 1.141 400 0.0
1471 antenna_3.stl SPECULAR TUMBLING 3.05 2.084 1.284 400 0.0
1472 rod_3.stl DIFFUSE TUMBLING 1.809 0.489 0.0 400 0.0
1478 cone_3.stl DIFFUSE TUMBLING 0.501 0.974 2.778 400 0.0
1479 antenna_2.stl SPECULAR TUMBLING 1.265 0.0 1.0 400 0.0
1484 cone_3.stl DIFFUSE TUMBLING 1.082 1.803 0.727 400 0.0
1486 rod_2.stl DIFFUSE TUMBLING 0.667 0.42 1.571 400 0.0
1492 panel_1.stl SOLAR TUMBLING 2.888 2.064 0.865 400 0.0
1499 antenna_2.stl SPECULAR TUMBLING 1.275 2.652 0.298 380 0.05
1502 rod_2.stl DIFFUSE TUMBLING 0.0 0.35 2.967 400 0.0
1508 bus_2.stl DIFFUSE TUMBLING 0.0 0.565 2.242 393 0.018
1510 panel_2.stl DIFFUSE TUMBLING 0.0 2.694 0.747 400 0.0
1512 panel_2.stl DIFFUSE TUMBLING 0.309 0.0 1.824 400 0.0
1515 cone_1.stl DIFFUSE TUMBLING 1.677 0.0 1.406 400 0.0
1516 rod_1.stl DIFFUSE TUMBLING 0.0 0.951 1.215 400 0.0
1518 antenna_2.stl SPECULAR TUMBLING 0.0 1.415 1.742 400 0.0
1521 rod_3.stl DIFFUSE TUMBLING 0.629 0.793 2.764 400 0.0
1526 antenna_2.stl SPECULAR TUMBLING 2.476 1.934 2.096 400 0.0
1528 panel_1.stl SOLAR TUMBLING 1.766 1.13 0.0 400 0.0
1533 cone_3.stl DIFFUSE TUMBLING 1.372 2.66 0.0 400 0.0
1535 antenna_1.stl SPECULAR TUMBLING 1.663 1.952 0.0 400 0.0
1537 panel_2.stl SPECULAR TUMBLING 2.145 2.862 2.388 400 0.0
1547 antenna_2.stl SPECULAR TUMBLING 2.425 0.0 3.022 400 0.0
155 bus_1.stl DIFFUSE TUMBLING 0.456 2.001 2.992 400 0.0
1550 antenna_2.stl SPECULAR TUMBLING 0.741 0.0 1.996 400 0.0
1558 cone_3.stl DIFFUSE TUMBLING 2.768 0.6 0.0 400 0.0
156 cone_3.stl DIFFUSE TUMBLING 1.065 2.035 0.315 400 0.0
1560 cone_1.stl DIFFUSE TUMBLING 0.0 0.275 0.43 400 0.0
1563 rod_1.stl DIFFUSE TUMBLING 2.477 2.721 0.0 388 0.03
1567 cone_2.stl DIFFUSE TUMBLING 1.838 2.222 0.896 400 0.0
1570 antenna_1.stl SPECULAR TUMBLING 1.341 2.51 2.05 400 0.0
1573 panel_2.stl SOLAR TUMBLING 2.829 0.0 0.614 400 0.0
1574 rod_3.stl DIFFUSE TUMBLING 2.188 0.0 2.406 368 0.08
1576 rod_2.stl DIFFUSE TUMBLING 0.0 0.265 1.135 400 0.0
1581 rod_3.stl DIFFUSE TUMBLING 2.992 0.816 0.329 400 0.0
1582 cone_2.stl DIFFUSE TUMBLING 0.317 0.927 3.088 400 0.0
1583 cone_3.stl DIFFUSE TUMBLING 2.303 1.123 1.638 400 0.0
1588 cone_2.stl DIFFUSE TUMBLING 2.003 2.6 2.486 386 0.035
1591 antenna_3.stl SPECULAR TUMBLING 1.738 1.527 0.567 400 0.0
1593 antenna_3.stl SPECULAR TUMBLING 2.442 1.19 1.014 400 0.0
1594 antenna_2.stl SPECULAR TUMBLING 2.067 1.966 2.843 400 0.0
1599 antenna_2.stl SPECULAR TUMBLING 1.357 1.346 0.327 400 0.0
16 panel_3.stl SPECULAR TUMBLING 0.549 1.484 0.0 400 0.0
160 rod_2.stl DIFFUSE TUMBLING 1.796 0.0 0.798 400 0.0
1601 rod_2.stl DIFFUSE TUMBLING 2.391 0.0 1.707 400 0.0
1606 rod_3.stl DIFFUSE TUMBLING 0.0 1.623 1.15 384 0.04
1609 rod_2.stl DIFFUSE TUMBLING 2.598 2.171 1.092 400 0.0
1611 panel_3.stl SPECULAR TUMBLING 0.0 1.075 0.264 400 0.0
1613 rod_1.stl DIFFUSE TUMBLING 0.912 0.645 2.527 400 0.0
1618 panel_3.stl DIFFUSE TUMBLING 1.803 0.586 2.977 400 0.0
1620 bus_2.stl DIFFUSE TUMBLING 0.96 0.0 1.994 400 0.0
1622 panel_3.stl SOLAR TUMBLING 3.084 0.531 1.935 400 0.0
1624 cone_1.stl DIFFUSE TUMBLING 2.418 2.869 2.134 400 0.0
163 rod_1.stl DIFFUSE TUMBLING 0.273 1.462 2.673 400 0.0
1630 cone_1.stl DIFFUSE TUMBLING 0.0 1.598 1.821 400 0.0
1632 rod_3.stl DIFFUSE TUMBLING 0.763 2.158 2.008 400 0.0
1637 panel_1.stl DIFFUSE TUMBLING 1.313 1.221 0.0 400 0.0
1644 rod_2.stl DIFFUSE TUMBLING 2.949 2.79 0.989 400 0.0
1649 bus_1.stl DIFFUSE TUMBLING 2.109 0.0 2.159 400 0.0
1653 rod_1.stl DIFFUSE TUMBLING 2.862 3.132 2.38 400 0.0
1656 panel_3.stl SOLAR TUMBLING 3.102 1.064 2.114 400 0.0
166 bus_1.stl DIFFUSE TUMBLING 2.543 0.574 2.536 400 0.0
1664 cone_3.stl DIFFUSE TUMBLING 2.971 2.868 1.851 369 0.077
1671 rod_1.stl DIFFUSE TUMBLING 2.796 0.293 2.809 400 0.0
1674 panel_1.stl SPECULAR TUMBLING 0.0 1.272 0.345 400 0.0
1675 bus_2.stl DIFFUSE TUMBLING 2.622 1.264 2.941 400 0.0
1678 cone_1.stl DIFFUSE TUMBLING 2.569 0.0 2.219 400 0.0
1682 bus_2.stl DIFFUSE TUMBLING 0.0 0.95 1.931 400 0.0
1684 rod_2.stl DIFFUSE TUMBLING 1.85 1.593 1.553 400 0.0
1689 antenna_3.stl SPECULAR TUMBLING 1.217 0.355 0.795 400 0.0
1691 panel_3.stl DIFFUSE TUMBLING 2.398 0.0 1.182 400 0.0
1694 antenna_2.stl SPECULAR TUMBLING 0.663 1.075 0.247 400 0.0
1695 panel_3.stl SOLAR TUMBLING 2.18 2.144 0.0 400 0.0
17 bus_1.stl DIFFUSE TUMBLING 0.0 1.157 1.335 400 0.0
170 panel_1.stl SPECULAR TUMBLING 0.0 3.001 2.218 400 0.0
1700 panel_1.stl DIFFUSE TUMBLING 0.0 1.867 2.13 400 0.0
1703 antenna_2.stl SPECULAR TUMBLING 2.022 2.203 1.791 400 0.0
1707 antenna_2.stl SPECULAR TUMBLING 0.356 0.658 0.367 400 0.0
171 rod_3.stl DIFFUSE TUMBLING 0.945 0.0 3.116 400 0.0
1712 rod_2.stl DIFFUSE TUMBLING 0.0 0.608 1.558 400 0.0
1713 panel_2.stl DIFFUSE TUMBLING 2.079 1.508 0.0 400 0.0
1714 bus_2.stl DIFFUSE TUMBLING 2.712 0.248 1.754 400 0.0
1718 bus_2.stl DIFFUSE TUMBLING 1.709 2.41 0.0 400 0.0
1719 panel_2.stl SPECULAR TUMBLING 1.012 0.931 2.932 400 0.0
1720 bus_3.stl DIFFUSE TUMBLING 2.981 1.978 1.971 400 0.0
1721 bus_1.stl DIFFUSE TUMBLING 3.035 2.293 2.066 400 0.0
1723 bus_3.stl DIFFUSE TUMBLING 2.004 3.062 0.0 400 0.0
1729 antenna_3.stl SPECULAR TUMBLING 0.733 2.203 0.0 400 0.0
1730 rod_3.stl DIFFUSE TUMBLING 3.123 3.057 0.0 400 0.0
1735 panel_1.stl DIFFUSE TUMBLING 0.226 0.0 0.333 400 0.0
1737 rod_1.stl DIFFUSE TUMBLING 0.0 0.892 0.481 400 0.0
1739 bus_2.stl DIFFUSE TUMBLING 1.266 0.0 3.074 400 0.0
174 antenna_1.stl SPECULAR TUMBLING 3.008 0.615 1.473 400 0.0
1740 panel_1.stl SOLAR TUMBLING 2.867 3.092 2.401 400 0.0
1747 antenna_1.stl SPECULAR TUMBLING 0.524 1.305 0.0 400 0.0
1752 cone_1.stl DIFFUSE TUMBLING 0.0 0.555 0.902 372 0.07
1754 rod_3.stl DIFFUSE TUMBLING 2.74 1.733 2.358 400 0.0
1755 rod_1.stl DIFFUSE TUMBLING 0.41 1.995 2.552 400 0.0
1756 cone_3.stl DIFFUSE TUMBLING 1.239 1.989 2.688 400 0.0
1757 antenna_2.stl SPECULAR TUMBLING 0.0 1.568 2.479 400 0.0
176 cone_3.stl DIFFUSE TUMBLING 2.922 0.0 2.285 400 0.0
1763 cone_1.stl DIFFUSE TUMBLING 0.95 0.347 0.0 400 0.0
1765 panel_1.stl DIFFUSE TUMBLING 0.999 0.248 1.81 400 0.0
1766 antenna_1.stl SPECULAR TUMBLING 1.655 0.436 1.995 400 0.0
1773 cone_3.stl DIFFUSE TUMBLING 0.751 0.0 2.56 400 0.0
1779 rod_1.stl DIFFUSE TUMBLING 2.549 1.746 1.286 400 0.0
1783 antenna_3.stl SPECULAR TUMBLING 0.915 1.004 0.504 383 0.043
1787 panel_1.stl SOLAR TUMBLING 1.666 2.598 0.252 383 0.043
1788 bus_3.stl DIFFUSE TUMBLING 2.724 2.511 1.657 400 0.0
1791 antenna_2.stl SPECULAR TUMBLING 2.588 0.477 0.0 400 0.0
1795 antenna_1.stl SPECULAR TUMBLING 2.125 3.098 0.51 358 0.105
1796 bus_1.stl DIFFUSE TUMBLING 0.0 1.718 2.81 400 0.0
1797 cone_1.stl DIFFUSE TUMBLING 1.394 0.527 1.979 400 0.0
180 bus_3.stl DIFFUSE TUMBLING 0.704 1.319 1.191 400 0.0
1803 rod_1.stl DIFFUSE TUMBLING 0.858 1.844 0.343 400 0.0
1805 panel_3.stl SOLAR TUMBLING 1.049 1.86 1.789 396 0.01
1815 bus_1.stl DIFFUSE TUMBLING 1.528 1.957 0.0 400 0.0
1821 bus_2.stl DIFFUSE TUMBLING 0.0 2.043 2.333 400 0.0
1822 cone_2.stl DIFFUSE TUMBLING 1.32 2.257 0.0 400 0.0
1824 panel_1.stl SPECULAR TUMBLING 2.49 1.665 2.493 400 0.0
1826 rod_3.stl DIFFUSE TUMBLING 0.0 2.539 0.549 400 0.0
1828 antenna_1.stl SPECULAR TUMBLING 0.0 3.072 2.224 400 0.0
1829 panel_3.stl SOLAR TUMBLING 2.336 0.0 1.432 400 0.0
183 bus_1.stl DIFFUSE TUMBLING 2.669 0.257 1.818 400 0.0
1830 rod_1.stl DIFFUSE TUMBLING 2.997 3.026 0.0 400 0.0
1832 antenna_1.stl SPECULAR TUMBLING 1.073 0.686 0.0 400 0.0
1837 bus_3.stl DIFFUSE TUMBLING 1.373 0.0 0.384 361 0.098
1839 rod_2.stl DIFFUSE TUMBLING 1.726 3.057 1.278 400 0.0
184 antenna_2.stl SPECULAR TUMBLING 2.133 3.049 1.603 400 0.0
1840 rod_2.stl DIFFUSE TUMBLING 0.0 2.698 1.378 400 0.0
1843 rod_2.stl DIFFUSE TUMBLING 0.86 1.361 0.724 386 0.035
1849 rod_1.stl DIFFUSE TUMBLING 0.469 1.36 2.607 400 0.0
1850 antenna_2.stl SPECULAR TUMBLING 0.0 0.373 0.233 400 0.0
1855 bus_2.stl DIFFUSE TUMBLING 2.41 1.24 2.41 400 0.0
1858 rod_1.stl DIFFUSE TUMBLING 2.932 2.435 0.0 397 0.007
186 bus_3.stl DIFFUSE TUMBLING 2.834 0.0 2.489 400 0.0
1860 bus_2.stl DIFFUSE TUMBLING 0.0 0.48 1.377 400 0.0
1863 antenna_3.stl SPECULAR TUMBLING 1.14 2.727 0.0 400 0.0
1872 bus_3.stl DIFFUSE TUMBLING 1.879 0.0 2.244 400 0.0
1879 antenna_2.stl SPECULAR TUMBLING 0.0 0.922 1.168 400 0.0
1883 cone_3.stl DIFFUSE TUMBLING 0.0 2.697 1.684 400 0.0
1885 antenna_3.stl SPECULAR TUMBLING 0.429 2.449 1.12 374 0.065
1887 cone_1.stl DIFFUSE TUMBLING 0.818 0.733 1.857 400 0.0
